Label,ESM,Others,Move,Route_Conflict (Move),Route_Conflict (Rot),Rotation,Sum,RotCount
L598,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L602,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L605,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L606,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L611,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L625,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L644,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L662,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L675,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L676,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L916,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L922,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L928,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L935,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L936,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L953,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L954,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L971,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L972,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L985,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L986,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L991,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L992,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1005,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1006,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1011,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1012,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1017,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1018,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1027,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1028,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1033,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1034,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1043,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1044,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1049,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1050,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1055,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1056,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1069,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1070,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1075,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1076,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1081,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1082,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1099,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1100,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1105,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1106,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1115,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1116,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1121,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1122,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1127,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1128,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1149,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1150,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1163,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1164,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1177,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1178,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1183,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1184,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1189,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1190,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1195,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1196,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1201,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1202,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1207,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1208,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1225,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1226,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1231,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1232,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1234,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1245,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1246,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1263,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1264,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1281,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1282,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1295,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1296,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1301,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1302,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1315,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1316,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1321,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1322,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1327,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1328,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1337,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1338,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1343,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1344,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1353,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1354,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1359,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1360,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1365,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1366,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1379,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1380,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1385,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1386,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1391,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L1392,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
